restaurant_name,restaurant_type,rating,num_of_ratings,avg_cost_for_two,online_order,table_booking,cuisines,area,local_address,rating_category
Tangerine - Davanam Sarovar Portico Suites,Casual Dining,4.0,40,1100,Yes,Yes,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","Byresandra,Tavarekere,Madiwala",Koramangala 2Nd Block,High Rated
Tango,Quick Bites,3.8,51,200,No,No,Fast Food,Rajajinagar,Basaveshwara Nagar,Average Rated
Tango Bango,"Takeaway, Delivery",3.5,124,500,Yes,No,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food",Indiranagar,Jeevan Bhima Nagar,Average Rated
Tango Sandwich King,Quick Bites,3.5,9,200,Yes,No,"Fast Food, Sandwich",Rajajinagar,Basaveshwara Nagar,Average Rated
Tangra Indo - Chinese Cuisine,Food Court,3.5,29,400,Yes,No,"Chinese, Thai",Jayanagar,Jayanagar,Average Rated
Tangylicious,"Takeaway, Delivery",2.6,16,400,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Btm,Low Rated
Tanna'S Kitchen,Quick Bites,3.1,7,250,Yes,No,"Italian, Chinese, Street Food",Banashankari,Kumaraswamy Layout,Average Rated
Tanoor Tandoori,Delivery,2.8,40,550,Yes,No,"North Indian, Mughlai, Chinese, Kebab, Biryani",Bellandur,Bellandur,Low Rated
Tanuja Home Food,Delivery,3.1,18,300,Yes,No,North Indian,Brookefield,Whitefield,Average Rated
Tap House Resto Bar,"Casual Dining, Bar",3.4,183,900,Yes,Yes,"Chinese, North Indian, Thai",Electronic City,Electronic City,Average Rated
Tapout Tavern,"Casual Dining, Pub",4.1,322,1200,Yes,Yes,"American, Asian, Continental, North Indian, South Indian, Chinese",Bellandur,Sarjapur Road,High Rated
Tapri By The Corner,Quick Bites,4.1,205,250,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,High Rated
Tarama Bengali Food,Quick Bites,3.2,4,200,No,No,Bengali,Whitefield,Whitefield,Average Rated
Tarbouche,Kiosk,2.8,40,300,Yes,No,"Turkish, Rolls",Basavanagudi,Jayanagar,Low Rated
Targaryen'S Kitchen,Casual Dining,3.6,25,550,No,No,"North Indian, Bengali, Chinese",Jayanagar,Jp Nagar,Average Rated
Tarlette,Bakery,2.8,40,560,No,No,"Bakery, Fast Food",Hsr,Hsr,Low Rated
Taruni Andhra Mess,Mess,3.6,23,200,No,No,Andhra,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Average Rated
Taste Of Assam,Quick Bites,3.2,23,400,Yes,No,"Assamese, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,Average Rated
Taste Of Bihar,"Takeaway, Delivery",3.7,29,300,Yes,No,Bihari,Kammanahalli,Rammurthy Nagar,Average Rated
Taste Of India,Quick Bites,3.1,5,400,No,No,"North Indian, Rolls",Bellandur,Bellandur,Average Rated
Taste Of India Family Restaurant,Quick Bites,3.2,232,400,Yes,No,"North Indian, South Indian",Whitefield,Whitefield,Average Rated
Taste Of Kerala,Casual Dining,2.2,48,600,No,No,"Kerala, Seafood",Brigade Road,Residency Road,Low Rated
Taste Of Kolkata,Quick Bites,3.1,59,400,Yes,No,"Bengali, Chinese, Rolls",Bannerghatta Road,Btm,Average Rated
Taste Of Malabar,Quick Bites,3.6,23,350,Yes,No,"South Indian, Kerala, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
Taste Of Nawaabs,Casual Dining,3.5,324,600,Yes,No,"North Indian, Mughlai",Kalyan Nagar,Banaswadi,Average Rated
Taste Of Nawaab'S,Casual Dining,3.6,22,600,No,No,"North Indian, Chinese",Indiranagar,Domlur,Average Rated
Taste Of Nepal,Quick Bites,3.4,27,300,Yes,No,Chinese,Residency Road,Koramangala 8Th Block,Average Rated
Taste Of Tibet,Quick Bites,4.0,336,300,No,No,"Tibetan, Chinese, Momos",Brigade Road,Brigade Road,High Rated
Tastebuds,"Bakery, Quick Bites",3.7,23,300,Yes,No,"Bakery, Fast Food",Bellandur,Sarjapur Road,Average Rated
Tastie'S,"Quick Bites, Beverage Shop",3.2,10,150,No,No,"Fast Food, Beverages, Ice Cream",Malleshwaram,Basaveshwara Nagar,Average Rated
Tasting Room - Bengaluru Oota Company,Casual Dining,4.0,58,2000,No,No,"Mangalorean, South Indian",Brigade Road,Ulsoor,High Rated
Tastte!!,Quick Bites,3.7,21,450,Yes,No,"Biryani, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Average Rated
Tasty Bites,Quick Bites,3.7,21,150,No,No,"Fast Food, Pizza",Banashankari,Banashankari,Average Rated
Tasty Box,Quick Bites,2.9,6,250,Yes,No,"North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani",Malleshwaram,Yeshwantpur,Low Rated
Tasty Bytes,Quick Bites,3.1,245,300,Yes,No,"North Indian, Chinese, Momos, Rolls",Banashankari,Kumaraswamy Layout,Average Rated
Tasty Corner,Quick Bites,3.6,13,200,No,No,South Indian,New Bel Road,New Bel Road,Average Rated
Tasty Fast Food,Quick Bites,3.2,4,250,No,No,"North Indian, Chinese",New Bel Road,New Bel Road,Average Rated
Tasty Food,Quick Bites,2.8,40,300,Yes,No,"North Indian, Chinese",Brookefield,Whitefield,Low Rated
Tasty Funda,Quick Bites,3.3,4,200,No,No,"North Indian, Chinese",Electronic City,Electronic City,Average Rated
Tasty Homely Food,"Takeaway, Delivery",2.8,40,350,Yes,No,"North Indian, Chinese, Fast Food, Street Food, Mithai",Brookefield,"Itpl Main Road, Whitefield",Low Rated
Tasty Jigarthanda,Beverage Shop,3.4,10,150,Yes,No,"Beverages, Ice Cream",Bannerghatta Road,Btm,Average Rated
Tasty Khaana Khazana,Quick Bites,3.3,6,300,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Bommanahalli,Average Rated
Tasty King,Quick Bites,3.4,8,400,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Rt Nagar,Average Rated
Tasty Kitchens,Quick Bites,2.8,40,500,Yes,No,Pizza,Koramangala 4Th Block,Koramangala 6Th Block,Low Rated
Tasty Magic,Casual Dining,2.7,73,600,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Low Rated
Tasty Munch,Quick Bites,3.6,60,200,Yes,No,"Fast Food, Street Food, Momos",Malleshwaram,Rajajinagar,Average Rated
Tasty Noodle,Quick Bites,3.4,5,400,Yes,No,"Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
Tasty Paradise,Casual Dining,3.7,98,550,Yes,No,"North Indian, Mughlai, Chinese, Beverages",Lavelle Road,Malleshwaram,Average Rated
Tasty Point,Delivery,3.3,9,300,Yes,No,"Burger, Sandwich, Finger Food",Bannerghatta Road,Bannerghatta Road,Average Rated
Tasty Restaurant,Quick Bites,2.8,40,300,No,No,"Kerala, South Indian, Chinese",Bannerghatta Road,Jp Nagar,Low Rated
Tasty Treat,Quick Bites,3.1,131,400,Yes,No,"North Indian, Chinese, Biryani, Rolls",Hsr,Hsr,Average Rated
Tasty Yum,Quick Bites,2.8,40,300,No,No,"South Indian, Mughlai",Bellandur,Sarjapur Road,Low Rated
Tastybites.Com,Quick Bites,3.7,82,150,Yes,No,"Fast Food, Sandwich, South Indian",Brookefield,Brookefield,Average Rated
Tata Cha,"Beverage Shop, Cafe",3.2,9,500,Yes,No,"Cafe, Tea, North Indian",Malleshwaram,Malleshwaram,Average Rated
Tattva Cafe,Cafe,2.8,227,450,No,No,Cafe,Koramangala 4Th Block,Koramangala 6Th Block,Low Rated
Tawa,Quick Bites,3.4,25,200,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average Rated
Tawa Fresh,Quick Bites,3.4,12,300,Yes,No,"Seafood, Biryani, South Indian, North Indian, Rolls",Kalyan Nagar,Hennur,Average Rated
Tawa Ghar Ka,Quick Bites,3.8,331,350,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
Tawa Sagara,Casual Dining,3.8,122,400,No,No,"Mangalorean, Seafood",Jayanagar,Jayanagar,Average Rated
Tawa Tandoor,Casual Dining,3.9,116,700,Yes,Yes,"North Indian, Chinese",New Bel Road,New Bel Road,Average Rated
Tayabbs,Quick Bites,3.0,9,500,Yes,No,"Rolls, North Indian, Fast Food",Church Street,Frazer Town,Average Rated
Tayo Restaurant,Casual Dining,3.9,44,600,No,No,"North Indian, Chinese, Mughlai",Electronic City,Electronic City,Average Rated
Taza Khaana,Delivery,3.0,175,450,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
Taza Tawa,Casual Dining,3.2,41,550,No,No,"North Indian, Chinese, Kebab, Beverages",Sarjapur Road,Sarjapur Road,Average Rated
Tbc - The Breakfast Company,Quick Bites,3.8,26,150,Yes,No,"Bihari, North Indian, South Indian",Brookefield,Marathahalli,Average Rated
Tbc Sky Lounge,"Casual Dining, Bar",4.7,6745,1000,No,Yes,"Continental, Asian, Italian, North Indian",Hsr,Hsr,High Rated
Tbc- Sky Lounge,"Casual Dining, Bar",4.4,619,1000,No,Yes,"Continental, Asian, Italian, North Indian",Marathahalli,Marathahalli,High Rated
Tea Addict,Cafe,4.0,77,300,Yes,No,"Cafe, Beverages",Hsr,Hsr,High Rated
Tea And Wine Lounge,Cafe,3.5,10,800,No,No,"Cafe, Tea, Desserts",Brigade Road,Race Course Road,Average Rated
Tea Break Lounge,Quick Bites,3.3,5,400,Yes,No,"Beverages, Fast Food",Brigade Road,Brigade Road,Average Rated
Tea Brew,"Cafe, Casual Dining",4.1,1141,500,Yes,No,"Cafe, Continental, Momos, Italian, North Indian",Indiranagar,Indiranagar,High Rated
Tea Journey,Cafe,3.8,71,400,No,No,Cafe,Mg Road,Indiranagar,Average Rated
Tea Samskruthi,Cafe,3.9,18,200,No,No,Cafe,Malleshwaram,Malleshwaram,Average Rated
Tea Totallers,Cafe,2.9,19,500,Yes,No,"Cafe, Continental, Tea",Bellandur,Bellandur,Low Rated
Tea Trails,Cafe,2.8,40,600,Yes,No,"Continental, Tea, Fast Food, Italian",Koramangala 4Th Block,Hsr,Low Rated
Tea Villa Cafe,"Cafe, Casual Dining",4.2,656,800,No,Yes,"Cafe, Continental, Mediterranean, Italian, Desserts",Jayanagar,Jayanagar,High Rated
Teamdelish,Delivery,3.4,9,300,No,No,Healthy Food,Electronic City,Electronic City,Average Rated
Teapoy Mutiny,Cafe,4.1,98,500,Yes,No,"Cafe, Continental, American, Beverages",Kalyan Nagar,Hennur,High Rated
Tease Whitefield,Lounge,3.7,64,1800,No,Yes,Finger Food,Whitefield,Whitefield,Average Rated
Teashot,Cafe,2.9,24,150,No,No,Cafe,Brookefield,Whitefield,Low Rated
Teburu,Casual Dining,4.4,203,800,Yes,No,"Asian, Chinese, Japanese, Bbq",Kalyan Nagar,Kalyan Nagar,High Rated
Techies Kitchen,Delivery,3.5,197,400,Yes,No,"Biryani, North Indian",Whitefield,"Itpl Main Road, Whitefield",Average Rated
Tella Tales,Cafe,4.2,413,700,Yes,No,"Cafe, Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,High Rated
Tellimagic Restaurant,Quick Bites,3.5,12,400,Yes,No,"North Indian, South Indian, Chinese",Electronic City,Electronic City,Average Rated
Telugu Velugu,Food Court,3.0,6,300,No,No,"South Indian, Biryani",Bellandur,Bellandur,Average Rated
Temple Meals,Quick Bites,3.8,76,200,No,No,South Indian,Malleshwaram,Malleshwaram,Average Rated
Temptation,Quick Bites,2.8,40,300,No,No,"North Indian, South Indian",Brookefield,Whitefield,Low Rated
Tempteys,"Beverage Shop, Dessert Parlor",3.7,39,500,Yes,No,Beverages,Bellandur,Hsr,Average Rated
Tempura Restaurant,Casual Dining,3.9,122,500,No,No,"Japanese, Chinese, Tibetan, Momos",Brigade Road,Brigade Road,Average Rated
Tenco Infusions,Beverage Shop,3.5,15,200,No,No,"Beverages, Salad",Indiranagar,Indiranagar,Average Rated
Tenzin Kitchen,Quick Bites,4.2,522,450,Yes,No,"Tibetan, Chinese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,High Rated
Teppan Japanese Grill & Sushi Bar,Casual Dining,4.3,901,2000,Yes,No,Japanese,Brigade Road,Ulsoor,High Rated
Terminus Tiffin Meal Service,Delivery,2.8,40,200,No,No,North Indian,New Bel Road,North Bangalore,Low Rated
Terra Bites,"Cafe, Casual Dining",4.0,61,700,Yes,No,"Cafe, Italian, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,High Rated
Terrace Lounge,Lounge,3.6,25,1600,No,No,"North Indian, Chinese, Seafood",Bannerghatta Road,Bannerghatta Road,Average Rated
Terracotta Whitefield,Fine Dining,4.0,244,3000,No,Yes,"North Indian, Lucknowi, Afghan",Whitefield,Whitefield,High Rated
Tetto,"Casual Dining, Bar",3.7,130,1200,Yes,No,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average Rated
Tewari Bros Mithai Shoppie,Sweet Shop,3.8,59,300,Yes,No,"Fast Food, Mithai",Brigade Road,Commercial Street,Average Rated
Tfc - Tony'S Food Corner,Casual Dining,3.1,23,400,Yes,No,"North Indian, Chinese",Indiranagar,"Itpl Main Road, Whitefield",Average Rated
Tfi - The Fresh Ice Cream,Dessert Parlor,3.2,41,400,Yes,No,"Ice Cream, Beverages",Bannerghatta Road,Bannerghatta Road,Average Rated
Tgi Fridays,Lounge,3.9,1337,1700,Yes,Yes,"American, Burger, Italian, Steak",Bannerghatta Road,Bannerghatta Road,Average Rated
Tgs Retails,"Takeaway, Delivery",3.3,4,600,No,No,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
Thai & Chinese Fast Food,Quick Bites,3.4,7,400,No,No,"Chinese, Thai",Whitefield,Kr Puram,Average Rated
Thai Chy,Casual Dining,4.3,367,1200,Yes,Yes,"Thai, Asian, Indonesian",Indiranagar,Indiranagar,High Rated
Thai House,Casual Dining,4.2,125,700,Yes,No,Thai,Indiranagar,Brigade Road,High Rated
Thalaserry Food Court,Casual Dining,3.5,21,600,No,No,"Kerala, Biryani, Seafood, North Indian, Chinese",Whitefield,Whitefield,Average Rated
Thalassery Cafe,Quick Bites,3.4,7,150,No,No,Street Food,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
Thalassery Food Court,Casual Dining,3.1,4,500,No,No,"Kerala, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Average Rated
Thalassery Hotel,Quick Bites,2.8,40,300,No,No,"Kerala, South Indian",Bannerghatta Road,Bannerghatta Road,Low Rated
Thalassery Mess,Mess,3.3,7,300,No,No,Kerala,Hsr,Hsr,Average Rated
Thalassery Plaza,Quick Bites,3.5,33,400,Yes,No,"Kerala, North Indian, Chinese",Kammanahalli,Hennur,Average Rated
Thalassery Restaurant,Casual Dining,2.8,40,600,Yes,No,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kebab, Kerala",Bannerghatta Road,Bannerghatta Road,Low Rated
Thalis Of India,Delivery,3.3,7,500,Yes,No,"South Indian, North Indian, Beverages",Bellandur,Sarjapur Road,Average Rated
Thamboola,Casual Dining,3.8,139,800,Yes,No,"North Indian, Chinese, Continental",Jayanagar,Banashankari,Average Rated
Thanco'S Natural Ice Cream,Dessert Parlor,3.1,8,450,No,No,"Ice Cream, Desserts",Rajajinagar,Rajajinagar,Average Rated
Thanco'S Natural Ice Creams,Dessert Parlor,3.2,9,300,No,No,Ice Cream,Banashankari,Banashankari,Average Rated
Thanco'S Naturals Ice Cream,Dessert Parlor,3.6,21,450,Yes,No,"Ice Cream, Desserts",Marathahalli,Marathahalli,Average Rated
Thanima Garden Restaurant,Casual Dining,3.6,163,500,Yes,No,"North Indian, Chinese, Kerala",Electronic City,Electronic City,Average Rated
Thanishka Nati And Karavali Style,Quick Bites,2.8,40,400,No,No,"Biryani, Fast Food",Banashankari,Banashankari,Low Rated
Tharavadu,Quick Bites,3.8,83,400,Yes,No,"Chinese, North Indian, Kerala",Hsr,Hsr,Average Rated
That Garage Cafe,Cafe,3.1,40,650,Yes,No,"Cafe, Italian, Continental, European",Bellandur,Hsr,Average Rated
Thayee Touch,Casual Dining,3.6,30,450,No,No,"North Indian, Chinese, South Indian",Bannerghatta Road,Jp Nagar,Average Rated
The 13Th Floor,Lounge,4.4,4575,1700,No,Yes,"Asian, North Indian, Thai",Brigade Road,Mg Road,High Rated
The 3 Musketeers,Dessert Parlor,3.2,5,200,No,No,"Ice Cream, Desserts",Brookefield,Whitefield,Average Rated
The 90S Hash House,Cafe,3.8,63,500,No,No,Cafe,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
The Adukkala Restaurant,Casual Dining,3.6,40,500,Yes,No,Kerala,Brigade Road,Brigade Road,Average Rated
The Airos,Cafe,4.1,130,650,Yes,No,"Cafe, Italian, Pizza",Banashankari,Jayanagar,High Rated
The Alphaa,Casual Dining,3.8,272,550,Yes,No,"Andhra, North Indian, Chinese, Biryani, Seafood",Hsr,Bommanahalli,Average Rated
The Andhra Bhojanam,Bhojanalya,3.2,4,300,Yes,No,South Indian,Brookefield,"Itpl Main Road, Whitefield",Average Rated
The Ants Cafe & Store,Cafe,3.9,1380,900,Yes,Yes,"Cafe, Italian",Indiranagar,Indiranagar,Average Rated
The Arabesque Cafe,Casual Dining,4.1,40,600,No,No,"American, Continental, Chinese",Koramangala 4Th Block,Koramangala 4Th Block,High Rated
The Arabian Nights,"Takeaway, Delivery",2.6,51,300,Yes,No,"Arabian, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Low Rated
The Asian Curry House,Casual Dining,4.5,785,1000,Yes,No,"Vietnamese, Thai, Burmese, Japanese",Malleshwaram,Malleshwaram,High Rated
The Bahubali,Casual Dining,3.4,153,800,Yes,Yes,"North Indian, Chinese",Marathahalli,Marathahalli,Average Rated
The Baker'S,"Bakery, Quick Bites",2.4,32,500,No,No,"Bakery, Fast Food",Hsr,Hsr,Low Rated
The Bakery World,Bakery,3.2,5,250,No,No,"Bakery, Desserts",Church Street,Frazer Town,Average Rated
The Banana Kick,Cafe,3.3,8,600,Yes,No,"Cafe, Beverages",Malleshwaram,New Bel Road,Average Rated
The Bangalore Cafe,Casual Dining,4.1,473,800,No,Yes,"Modern Indian, North Indian, Pizza, Continental, Beverages",Brigade Road,Shanti Nagar,High Rated
The Bao Belly,Cafe,3.3,9,400,No,No,Cafe,Residency Road,Residency Road,Average Rated
The Bar Stock Exchange,"Pub, Casual Dining",4.2,634,1300,No,No,"Continental, Chinese, North Indian, Finger Food",Lavelle Road,St. Marks Road,High Rated
The Bar Therapy,Bar,2.8,40,800,No,No,"Continental, Chinese",Hsr,Koramangala 1St Block,Low Rated
The Barn - Bar & Kitchen,Pub,4.2,240,1500,No,Yes,"American, North Indian, Chinese",Brigade Road,Brigade Road,High Rated
The Bawarchi,Casual Dining,2.5,256,1050,Yes,No,"North Indian, Chinese",Kammanahalli,Banaswadi,Low Rated
The Beer Cafe,Pub,4.1,673,1400,Yes,Yes,"Finger Food, North Indian, Chinese, Italian",Whitefield,Whitefield,High Rated
The Beer Joint,Casual Dining,3.4,77,800,No,No,"North Indian, Chinese",Indiranagar,Indiranagar,Average Rated
The Bel St.,"Cafe, Casual Dining",3.9,523,1100,No,No,"Cafe, Italian, American, Continental",New Bel Road,New Bel Road,Average Rated
The Belgian Waffle Co.,Dessert Parlor,3.7,15,350,Yes,No,"Desserts, Beverages",New Bel Road,Sahakara Nagar,Average Rated
The Belgian Waffle Company,Dessert Parlor,3.9,48,250,Yes,No,Desserts,Brookefield,Brookefield,Average Rated
The Bengal Rasoi,Delivery,3.2,5,350,No,No,Bengali,Marathahalli,Kaggadasapura,Average Rated
The Bengaluru Brasserie - Hyatt Centric Mg Road,Casual Dining,4.1,117,2000,No,Yes,"Continental, Asian, North Indian, South Indian",Brigade Road,Ulsoor,High Rated
The Bier Library,"Microbrewery, Casual Dining",4.3,552,2000,Yes,Yes,"Continental, North Indian, Pizza, Bbq",Koramangala 4Th Block,Koramangala 6Th Block,High Rated
The Biere Club,"Pub, Microbrewery",4.3,2283,1700,No,Yes,"Continental, Bbq, Finger Food",Whitefield,Whitefield,High Rated
The Big Barbeque,Casual Dining,4.7,524,1500,No,Yes,"Bbq, North Indian, Continental, Chinese",Electronic City,Electronic City,High Rated
The Big Bellyz,Quick Bites,3.9,105,300,Yes,No,"Fast Food, Beverages, Momos",Malleshwaram,Malleshwaram,Average Rated
The Big Grill,Quick Bites,3.4,9,400,No,No,"North Indian, Chinese, Mughlai",Marathahalli,Marathahalli,Average Rated
The Big O Bakes,Bakery,4.0,66,300,No,No,"Bakery, Desserts",Banashankari,Banashankari,High Rated
The Big Spoon,Casual Dining,3.8,45,750,Yes,No,"North Indian, Mughlai",Brookefield,Whitefield,Average Rated
The Bigman'S Cafe,"Takeaway, Delivery",3.7,31,450,No,No,"North Indian, Chinese",Hsr,Hsr,Average Rated
The Biriyani Factory,Quick Bites,3.1,29,500,Yes,No,"North Indian, Biryani",Bannerghatta Road,Btm,Average Rated
The Biriyani Pedia,Quick Bites,3.9,55,300,Yes,No,Biryani,Basavanagudi,Btm,Average Rated
The Biryani Cafe,Quick Bites,4.1,520,300,No,No,"Biryani, Chinese, Kebab",Banashankari,Banashankari,High Rated
The Biryani Culture,Food Court,3.2,9,500,Yes,No,North Indian,Malleshwaram,Malleshwaram,Average Rated
The Biryani Palace,Quick Bites,3.0,12,500,Yes,No,"Biryani, Andhra",Hsr,Hsr,Average Rated
The Biryani Paradise,Quick Bites,3.8,32,350,No,No,"Biryani, South Indian",Brigade Road,Richmond Road,Average Rated
The Biryani Story,Casual Dining,4.4,76,600,No,No,"Biryani, North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",Btm,High Rated
The Biryanis,Casual Dining,3.8,426,500,Yes,No,"Andhra, Biryani, North Indian",Indiranagar,Jeevan Bhima Nagar,Average Rated
The Bite Club,Food Truck,3.6,23,400,No,No,"American, Goan",Indiranagar,East Bangalore,Average Rated
The Black Pearl,"Casual Dining, Bar",4.7,10413,1400,No,Yes,"North Indian, European, Mediterranean","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,High Rated
The Black Rabbit,"Bar, Casual Dining",4.3,4187,1500,No,Yes,"Continental, Salad, Burger, Finger Food, Pizza",Indiranagar,Indiranagar,High Rated
The Blackboard Bakery,"Cafe, Bakery",3.7,90,1000,No,Yes,"Cafe, Bakery, Continental",Church Street,Lavelle Road,Average Rated
The Blue Bawarchi,Quick Bites,3.6,34,300,Yes,No,"Chinese, Oriya, North Indian, Bengali",Kalyan Nagar,Nagawara,Average Rated
The Blue Wagon - Kitchen,Cafe,4.6,228,400,Yes,No,"Cafe, Beverages",Banashankari,Jayanagar,High Rated
The Bong,Quick Bites,3.1,38,300,No,No,"Bengali, North Indian",Lavelle Road,Frazer Town,Average Rated
The Bong Palate,Quick Bites,3.8,58,300,Yes,No,"Bengali, North Indian, Chinese",Bannerghatta Road,Btm,Average Rated
The Boozy Griffin,"Casual Dining, Pub",4.6,4947,1800,No,Yes,"European, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,High Rated
The Breakfast Club,Delivery,3.9,90,400,No,No,"Continental, South Indian, North Indian",Electronic City,Electronic City,Average Rated
The Breakfast Truck,Quick Bites,3.8,64,550,No,No,Continental,Koramangala 4Th Block,Koramangala 6Th Block,Average Rated
The Breakfeast,"Takeaway, Delivery",3.4,10,200,No,No,"Continental, North Indian, South Indian",Hsr,Hsr,Average Rated
The Brekkie Shop,Delivery,3.7,57,300,Yes,No,"Healthy Food, Sandwich",Indiranagar,Indiranagar,Average Rated
The Brew - Aurick Boutique Hotel,Casual Dining,3.1,16,700,No,No,"North Indian, South Indian, Chinese, Grill",Jayanagar,Jp Nagar,Average Rated
The Brewing Bean,Cafe,3.7,47,500,No,No,Cafe,Bellandur,Bellandur,Average Rated
